Sentences,Label
I can&#39;t believe we are here.,joy
No!! You fucked us all day!,anger
I mean we should get some free stuff too!,anger
Yes!,joy
I didn&#39;t mean to touch it - I mean,fear
Hi Pheebs!,joy
Hey!,joy
Check it out. How much of a man am I ?!,joy
Move it! Move it! Move it !! Hey !!! I am the teacher !!,anger
I can not do that.,sadness
"Well, oh, Mark, I&#39;m doing this for the wrong reasons, you know?",sadness
"I&#39;m sorry, this is not very fair to you.",sadness
Oh my God. I&#39;m sorry about that.,sadness
She&#39;s there! Future fashion superstar!,joy
My little sister Dina!,joy
"I saw this movie once where there was a door and nobody knew what was behind it, and when they finally opened it, millions and millions and millions of bugs poured out and they feasted on human flesh.",disgust
Stupid cupboard full of bugs!,anger
"Joey. Joey, something looks weird and not really weird. I don&#39;t… Whoa !!",fear
"Well, maybe we will. Oh!",joy
Cool!!,joy
"Nothing. It&#39;s just old and gloomy, that&#39;s all.",disgust
I really doubt it.,anger
"Oh yes. If you ah, move your basket, you see what color the tile was. Yeah.",disgust
I can&#39;t live like this! What are we going to do? What are we going to do?,fear
It&#39;s a little more than what I wanted to see.,disgust
I can&#39;t leave it! You dug a hole in my dirty ground.,anger
"You know it&#39;s good, you know, we could put it back there after the surgeons took it out of your colon!",anger
Hey!,joy
"So good. Oh, we took a nap today and my mom fell asleep on my stomach and purred.",joy
"Hey, Pheebs! It&#39;s Joey!",joy
"Hey, Joey!",joy
Hey!,joy
Ooh!,joy
Ooh!,joy
"And I was going to go say &quot;hi!&quot; but then I thought, he doesn&#39;t care if he looks like you.",joy
"A little, but I&#39;m having too much fun.",joy
"Good luck, baby.",joy
JOEY !!!!!!,joy
I don&#39;t believe you spent my wedding fund for the beach house!,anger
Okay! Okay! It was the best nap ever!,joy
Because it&#39;s weird!,disgust
Not...,sadness
I am really sorry! No I am sorry! No I am sorry! No I am sorry!,sadness
"Hi Phoebe Abott, I&#39;m your best friend girl!",joy
"Chandler, Chandler, do you know what we should do? You and I should go get some new sunglasses.",joy
"I uh, oh! Cause, uh, I didn&#39;t really pay the bill",sadness
"Look, forget about it, okay?",anger
"Look, I know things have been a little strained since Janine moved.",sadness
"Oh, was she sexy.",joy
Whoa ho.,joy
"Hi everyone, Pheebs is here!",joy
Phoebe!,joy
"Hey, Pheebs!",joy
"Phoebe, woo!",joy
"Well, it helps the bee to appear tough in front of its bee friends. The bee is happy and I certainly am not.",sadness
Come on man! You&#39;ve been here all day!,anger
Hi guys!,joy
"I&#39;m just saying, if I see a picture of Ed Begley, Jr.",disgust
"Can you excuse me, please? I&#39;m trying to get a date here.",anger
"Ross, this is too hard.",sadness
If we broke up and I lost you ...,fear
Was this my job? Were they crazy? Was it Jack? He cried?!,fear
Thank God.,joy
"... DUMB, DRUNKEN, BITCH !!! Thanks thanks.",anger
Oh no.,disgust
What kind of profit is that ?! And you call yourself an accountant.,anger
"Yes, you are so smart!",joy
"Aww, you are so cute!",joy
What&#39;s with her?,disgust
"Dude, you&#39;re sick.",disgust
"OK, is there a mute button on this woman?",disgust
"Well, if you must know that I am a widower.",sadness
Oh this is terrible. I am really sorry.,sadness
"Hey! You guys, I&#39;m writing a holiday song for everyone. Do you want to hear it?",joy
"Pheebs, that&#39;s great!",joy
Oh yes!,joy
I know but it&#39;s so hard! Nothing rhymes with your stupid name!,disgust
"Just uh, stand up straight.",fear
Take a few deep breaths.,fear
Look confident.,fear
I just came because I want to talk to you about something.,fear
Do you want to stop?,anger
"Oh, just had a baby.",joy
Mazel Tov!,joy
Oh wow! I should go. I have an appointment tonight.,joy
"Hey! Ooh, how was your first day at the restaurant?",joy
Then she will have to come back here and live on her own.,sadness
"Look, I&#39;m sorry about all this with Roger.",sadness
"I&#39;m sorry, I thought I could do it and I can&#39;t!",sadness
Hey!,joy
Hey!,joy
Health!,joy
"Let&#39;s go! Please be careful, I could wake up at any time!",anger
"No-no-no, it&#39;s not Joshua.",anger
"So anyway, Rachel, I&#39;m sorry you can&#39;t stay",sadness
"Hi, Joey. Now, look what you brought. Very pleasant.",joy
Noooooooo !!,anger
Pheebs! Salut Pheebs!,joy
"Alright, we felt really bad about it, so we decided to take a little trip together!",joy
"Well, we thought we were all going to have a picnic, in Central Park!",joy
"Yeah, all of us! All day!",joy
It sucks!,disgust
"You know, I wanted to tell you about all that little, new European thing that you did, and I just need to tell you that it makes me very uncomfortable and I - you know - stop that!",anger
"That&#39;s good, don&#39;t put it in my mouth.",disgust
It makes me want to vomit!,disgust
I guess I&#39;m just done with this whole dating thing.,sadness
It&#39;s another thing in my life that is suddenly completely different.,sadness
It&#39;s hard.,sadness
"Wait until uh, wait for the first time your baby catches your finger.",joy
You have no idea.,joy
"Oh no, I think I&#39;ll go home and eat ten candy bars.",sadness
Hi! Hi Mom.,joy
"It&#39;s a great party! 35 years. Very impressive, do you have any pearls of wisdom?",joy
Congratulations to you two!,joy
Thank you ... we are so excited,joy
"And also, congratulations on your marriage.",joy
"Just because he has a bigger boat, he thinks he can take the whole river.",disgust
Get the jerk out of the way!,anger
Who appoints their Coast Guard boat anyway?,disgust
"Yeah, but I couldn&#39;t see it.",sadness
"No, no, no I wouldn&#39;t do you myself, I mean that would be weird.",disgust
Oh it will be so much fun!,joy
Are you excited?,joy
"Uh, it&#39;s good! Okay. Okay. Now we need the sperm of a righteous man.",joy
Eww!,disgust
I&#39;m so sorry I spilled wine on your shirt.,sadness
"Oh, that&#39;s perfect!",joy
We are bad people.,disgust
Hey!,joy
Let&#39;s do the show on it!,joy
"All right, he&#39;s coming. I&#39;m gonna do this, I&#39;m gonna tell him, I&#39;m gonna be strong.",fear
There will be no marriage. Ross and I don&#39;t get married.,sadness
I&#39;m sorry dad.,sadness
"Oh now daddy, keep calm. Please.",fear
Stay calm?!!,anger
How do you want me to stay calm ?!,anger
This is unacceptable Rachel!,anger
And I want to know why? !!,anger
Is it because this punk Ross won&#39;t marry you ?!,anger
Is that right?,anger
"Yes. Yes, he says I got damaged goods.",sadness
Absolutely!,joy
Now get out of here !!,joy
"Look, is there something wrong with me?",sadness
I mean why am I only attracted to guys where there is no future?,sadness
"Either they&#39;re too old or they&#39;re too young, and then there&#39;s Pete who&#39;s crazy about me, and who&#39;s absolutely perfect for me, and there&#39;s like a zipper!",sadness
"I mean, seriously, is something wrong with me?",sadness
Do you know what else I&#39;m not gonna miss?,anger
“I am Monica.,anger
I wash the toilet 17 times a day.,anger
Even if people are on it! &quot;,anger
"&quot;Hi, I&#39;m Rachel, is my sweater too tight?&quot; No? Oh, I better wash it and shrink it!",anger
"“I&#39;m Monica, I don&#39;t get phone messages from interesting people. Never!",anger
"&quot;Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!&quot;",anger
"&quot;Oh my God, I can&#39;t find a boyfriend!",anger
So I guess I&#39;ll just trip down the hall and sleep with the first guy I find in there! &quot;,anger
I&#39;m so sorry for yesterday.,sadness
II am so sorry.,sadness
"And - and to be honest, I still have feelings for you.",joy
"And I wish we could make it happen Ross, but we can&#39;t.",sadness
"It&#39;s too complicated with you and Rachel and the baby, II just… It just wasn&#39;t meant to be.",sadness
"Ross, we… we have to be strong. All right, II will go. Can I? To remember?",sadness
"Ok, look! Enough is enough!",anger
"No! I don&#39;t care what my hormones are doing, I&#39;m not gonna do it with some random guy!",disgust
"I know, I probably shouldn&#39;t even tell you this, but I&#39;m pretty much totally intimidated by you.",fear
"Yeah, that would be great. I would love.",joy
Goodbye. What a manipulative bitch.,disgust
"Chandler, I found the perfect ring.",joy
"Oh my God Chandler, the one you picked is gone. It&#39;s finish!",anger
"Phoebe, I asked you to keep the ring!",anger
"We can, we can go to Aruba!",joy
"When I went there for what would have been our honeymoon it was, uh ... that was really nice.",sadness
You would have liked.,sadness
I am kidding! I am kidding!,joy
"Of course, now I&#39;m scared.",fear
"Yeah, but I don&#39;t want to die!",fear
"No-no, that will be fun! We can come back and we can haunt these guys!",joy
Health!,joy
I can&#39;t seem to say goodbye.,sadness
My whole mouth just filled with saliva!,joy
"No! No-no, I love it. Thank you.",joy
"OK, open ours next. Open ours then!",joy
Happy birthday grandma!,joy
"It&#39;s funny, yeah!",joy
No I know! I get it! It&#39;s funny!,joy
"I think it&#39;s great. You know, it&#39;s sweet, it&#39;s romantic ...",joy
"No, are you kidding? The guy is a monster.",disgust
"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where&#39;s my puck?",disgust
"The child ...? Excuse me, uh, this is my puck.",anger
&quot;Yes&quot; how about you. Come. Give me!,anger
Hey! Hey! No harsh outfit in my ER!,anger
GIVE ME MY PUCK !!,anger
...Now,anger
"Oh, look, wish me luck!",joy
Health!,joy
I&#39;m so glad you were able to do it.,joy
"Yeah, I know. Isn&#39;t that awesome? One less person we have to chat with.",joy
"Julie&#39;s neck is dilated to seven centimeters, or about four fingers. The doctor let me smell it myself.",joy
"No, I don&#39;t think we&#39;ll do that.",disgust
We are not going to do this.,disgust
Um yes! Thank you.,joy
No Ross! Ross! Ross! My child has no father!,fear
"Alright, guys, we can&#39;t light up, okay? This is exactly what she wants.",fear
"Oh Monica, we are so sorry.",sadness
"Well first of all, for forgetting to throw yourself a bridal shower.",sadness
"Yeah, we wanted to throw you a big surprise and a nice shower, and now you don&#39;t have any.",sadness
We ruined everything.,sadness
Pouah,sadness
"No, what was it, it was really sweet.",joy
And it works a bit for the best.,joy
Well now I&#39;m showering with the only people I really love!,joy
"I mean, I get all of these freebies without having to talk to people I don&#39;t even like!",joy
You did it!,joy
"Sorry I ah, I scared you in there.",sadness
I tried to join you at work. There was ... a fire.,sadness
Okay. Did everyone come out well?,fear
"No Phoebe, don&#39;t look! You don&#39;t want to see what&#39;s down there !!",fear
"Four, please. I am really nervous. Thank you.",fear
"I have to tell you that I didn&#39;t expect to like her at all, I mean I didn&#39;t expect to like someone right now, but she&#39;s really amazing.",joy
"Ohh, it&#39;s a shame!",sadness
"Alright, I hear you! Are you able to talk about anything else?",disgust
"Hey, the fight begins!",joy
Well that&#39;s good to know.,sadness
The Mr. Bowmont is here !!!,joy
"Oh that&#39;s great, my friend Joey works in the cinema.",joy
"Yeah, I always hated that Howie.",disgust
"No, no &quot;How are you?&quot; Dude, I mean not even a cup of coffee first!",disgust
The nerve eh?,disgust
Yeah!,disgust
"Good! Well, a long time without seeing.",joy
Yeah!,joy
"You know, ever since I had this dream on him, and I can&#39;t get it out of my head!",joy
Alright alright you are right,sadness
How do you know?,fear
"The next time you want to throw a fire alarm at a garbage chute, don&#39;t wrap it in a blanket that says, &quot;Property of Phoebe Buffay, not Monica.&quot;",disgust
"Okay, do you have a search warrant? Because the last time I checked it was still America!",anger
"Ugh, thanks!",joy
Thank you!,joy
Oh there it is!,joy
Oh my God!,joy
"Ring dammit, ring!",anger
"I turned it off. Mother of God, I turned it off!",anger
Nngghhh !!!!!!!,anger
It sucks!,anger
"I know, it&#39;s beautiful. Unbelievable.",joy
Do you remember when we went to Central Park and rented boats? .. It was fun.,joy
Yeah. He could row like a viking.,joy
He said he will truly miss you.,sadness
"You had a difficult day, eh… come on.",sadness
...I love you.,joy
"Anyway, great idea!",joy
Awesome!,joy
"I mean, have you seen a car go by here in the last hour and a half?",fear
"No! No, I&#39;m not getting in a car with Ross, we&#39;ll just have to live here!",anger
But if...,fear
"No you guys, I&#39;m not getting in a car with him, you&#39;ll have to think about something else.",anger
"Oh well, oh Joey and Chandler are back.",joy
"Yeah, you are wrong! Ok, you are wrong.",anger
"All right, we&#39;ll - we&#39;ll look at our future and think about our marriage and the days ahead.",joy
